1.5E-09	8.9E-11
1.7E-09	9.5E-11
2.1E-09	1.1E-10
2.3E-09	1.1E-10
2.0E-09	1.0E-10
1.7E-09	9.4E-11
3.0E-09	1.7E-10
2.5E-09	1.3E-10
1.6E-09	1.1E-10
2.0E-09	1.2E-10
