2.4E-09	1.5E-10
1.3E-09	8.7E-11
3.1E-09	1.5E-10
4.6E-09	2.5E-10
2.3E-09	1.2E-10
3.5E-09	1.8E-10
3.7E-09	1.9E-10
1.8E-09	1.0E-10
2.3E-09	1.5E-10
2.2E-09	1.5E-10
